x,y,z,c,t
2234,2120,423,2,1
81,2382,49,1,0
2222,1673,1052,6,3
2257,1046,7,5,6
149,90,1731,6,6
2406,2177,2179,8,5
958,1584,115,8,6
1224,1072,1610,4,2
2054,1576,1840,8,6
1661,1498,1943,4,5
240,932,623,5,6
1059,1027,3,4,4
1032,2248,708,6,2
2469,2019,998,7,5
1564,1727,2144,5,3
1581,2133,817,8,9
1076,1731,1731,6,2
1480,103,1487,4,6
842,909,264,5,5
582,147,1659,7,10
1969,28,1280,3,1
2021,143,8,8,6
1086,313,454,8,3
1540,1536,1737,5,2
1583,1001,1622,6,2
1094,439,756,6,6
263,436,1140,7,6
960,1087,1196,8,4
2286,963,1196,8,4
2304,1088,2331,6,4
1887,1133,53,2,2
1101,459,27,4,1
1454,714,1137,1,1
1180,1356,717,8,12
1823,1451,1178,5,2
1687,850,2371,5,4
1658,1590,2449,4,3
1471,1099,2029,6,4
685,1466,5,10,3
2100,702,1772,11,5
2002,1850,43,5,2
104,1324,1329,8,6
2377,1248,1909,4,2
83,1732,2105,8,3
688,2148,1709,4,2
2270,1656,2153,6,3
19,300,571,5,5
1024,1180,2082,5,6
1269,1178,1056,8,7
2081,606,2116,4,5
540,2455,1493,2,1
1484,2029,2188,2,1
1465,1187,1413,5,4
633,1583,727,1,0
871,474,2073,8,3
1524,1482,1121,7,8
1991,1969,188,4,2
2124,1236,2172,6,4
601,2114,1018,8,3
2078,1041,104,4,1
988,56,86,8,8
2065,619,940,2,2
1484,106,210,6,5
2336,1279,1376,6,3
236,455,592,3,2
1939,390,1484,8,9
928,1873,2477,4,3
2273,791,1182,8,3
703,2236,1643,7,6
1005,2047,2328,5,2
2475,2278,2391,5,6
1445,637,1245,7,3
2242,1491,1330,2,1
2336,2457,1121,6,6
1233,1463,1702,6,5
47,911,526,7,0
2004,1768,54,6,5
1402,1701,997,5,3
13,98,1567,5,3
1499,2141,2000,6,5
864,1860,1637,4,1
823,1197,1718,6,2
1974,1857,1993,6,2
285,1685,1017,0,1
1501,200,1376,6,6
805,1646,2,4,2
754,570,2199,6,4
1598,2049,348,2,2
103,727,1449,6,3
1175,673,302,6,5
1486,2325,1876,3,2
888,897,1205,7,6
2324,1955,176,6,4
857,1001,174,6,9
232,1766,484,6,2
1615,1206,182,2,1
1342,592,1516,4,4
903,310,1858,7,5
367,824,1923,7,6
1479,1288,391,4,3
2301,2152,118,8,4
1900,1650,609,2,2
873,1474,2280,8,3
882,169,1599,5,4
1615,477,518,7,8
1525,180,1734,6,4
2439,128,1491,6,4
1413,5,725,8,3
184,2190,502,7,5
7,44,479,8,6
871,1767,333,4,2
2437,1167,1380,7,10
1848,340,1197,8,3
2460,1854,614,6,6
740,855,108,5,2
1657,261,1635,4,2
1748,370,1168,7,8
486,2488,975,4,4
1631,1669,837,7,7
2005,120,753,2,1
2449,405,1277,3,2
1077,141,248,9,7
158,418,789,1,1
649,1520,911,4,1
240,8,1153,8,5
1440,1484,1963,5,2
1379,2011,484,6,2
187,811,1888,7,5
2291,1897,770,3,3
1778,894,316,2,2
548,232,1869,5,3
1623,2326,2409,6,2
2104,843,8,1,0
2307,543,1151,8,7
1212,1913,1923,8,5
2055,960,217,4,2
475,1625,98,9,8
1111,2039,461,8,8
1770,2386,1540,6,4
1902,15,1860,5,6
280,1878,1203,2,2
296,1151,84,3,2
591,1150,1266,4,2
46,2104,920,5,3
28,2094,1963,1,1
248,1621,365,2,1
467,116,57,6,1
1642,884,839,8,6
815,144,2104,5,3
1051,1450,1365,4,6
448,494,1909,6,6
637,2233,2163,0,0
604,747,1759,6,5
400,343,2428,6,5
994,2020,2440,7,4
92,940,1326,4,3
52,904,1657,1,1
1867,893,2343,7,4
544,1091,991,8,4
36,1412,57,8,8
1959,1297,2470,4,4
743,1691,359,5,3
616,661,995,6,5
1106,1269,1183,4,4
1248,1737,762,6,7
1300,2119,2273,7,8
2103,1654,192,6,6
822,2116,1901,8,7
793,2382,2459,9,7
2153,1353,2083,7,3
1263,1889,1296,7,5
966,156,561,5,2
1475,2112,760,5,4
68,2410,812,3,2
103,2407,9,5,3
1471,1624,2256,7,2
1929,1205,1560,11,7
2084,139,1340,2,1
574,1789,1686,6,2
66,1292,1463,7,4
436,1166,1030,3,1
1602,2274,501,2,1
448,1178,2432,4,3
2132,2305,1444,5,4
1147,2428,396,0,0
1577,2462,1676,4,3
1272,635,397,5,2
1541,1784,2086,5,3
662,1205,1385,6,3
2489,695,1296,4,5
1343,978,557,8,10
358,749,1758,0,0
564,1654,1974,4,3
1330,34,1472,8,6
1561,1741,82,1,0
1221,460,2386,2,1
2431,552,603,3,2
896,1938,1416,8,6
1130,2233,1968,6,3
310,1889,619,8,4
1431,668,1378,8,8
202,1040,1740,5,2
2435,2190,475,7,1
1462,1483,1068,8,5
533,736,1401,5,5
1813,318,2156,5,3
13,99,1039,4,5
901,621,111,6,2
64,1866,1233,2,3
1652,2119,2367,7,5
39,2462,490,8,8
1413,2409,89,6,4
2268,2362,248,5,3
1423,644,259,5,3
1013,227,1695,8,5
1940,1044,1867,3,2
1186,457,1456,4,3
1263,2483,1239,7,5
668,1429,1730,3,2
402,777,1872,2,2
375,1185,2047,7,3
658,2043,1823,3,2
1516,1862,1962,3,2
167,872,2121,7,3
2123,1344,1205,5,2
2197,1938,877,5,2
2372,1267,598,3,4
426,2263,518,6,2
1857,1367,367,7,6
1126,1294,81,4,2
1170,1777,1341,8,3
816,879,10,4,3
1136,1280,673,5,3
2229,1760,377,8,2
1753,1609,548,7,3
491,859,328,2,1
791,438,1458,4,2
979,747,131,6,3
659,1990,528,3,1
28,1700,2028,4,4
2180,1420,2107,8,7
803,1957,826,4,2
18,2185,371,3,1
549,574,1237,7,5
198,683,292,5,1
1981,2397,1711,4,5
781,1449,1916,8,7
1028,147,1801,5,2
2240,398,1589,3,1
1079,1494,1908,3,1
1525,1929,387,3,2
2137,97,498,4,1
319,1654,463,6,4
327,1525,210,8,5
2348,2149,1623,5,2
557,2418,2346,6,7
641,660,415,4,0
1610,2380,626,6,3
29,310,784,3,3
1853,2401,562,3,4
957,662,494,1,0
587,467,1022,6,4
476,1405,2181,7,6
897,1229,2477,1,1
1288,781,1470,3,2
2377,609,996,7,9
313,2314,2186,0,0
1355,1169,1473,8,5
988,789,897,2,1
1303,5,320,5,2
371,1299,885,8,3
1910,710,1015,7,6
1929,608,1042,4,4
1077,2231,1543,3,2
1354,2495,2133,7,4
1883,2310,2094,7,0
2220,668,2218,0,0
1184,1662,940,3,1
1743,1356,1229,1,1
70,1041,2042,7,2
878,2137,980,8,4
2125,1978,121,9,9
260,1537,966,1,1
74,775,1068,4,6
1425,1502,1965,0,0
2161,2172,162,2,1
2226,2256,2440,4,3
2124,363,978,6,2
1108,385,468,1,1
1170,591,957,8,3
787,807,1005,3,3
354,2196,577,8,9
1695,116,909,2,2
334,2500,1444,5,3
1037,1658,1580,7,6
653,2313,356,0,0
628,608,1778,6,4
2152,1837,1651,4,1
1999,574,2460,8,4
827,2090,863,3,1
1486,688,491,8,5
1014,1142,1972,8,6
1377,1881,232,6,2
661,1800,1632,7,1
1713,274,506,8,6
1437,1625,2158,7,3
2335,931,859,4,4
2001,1350,751,6,3
110,2427,38,4,4
155,603,922,8,4
2438,1161,557,8,5
1728,709,1214,9,6
1713,979,1542,4,3
2459,1828,318,4,3
1436,343,2465,5,1
1902,1986,1004,2,1
290,581,923,3,2
1031,1626,1369,5,1
241,922,1586,2,1
2201,1506,609,8,1
1834,1979,1133,5,4
2011,1803,2333,5,3
2264,813,744,8,7
408,1990,2404,2,2
880,1833,257,6,3
1641,984,798,4,2
1851,1966,2231,8,8
858,1179,956,6,3
1230,298,1233,2,2
2366,2057,2458,9,3
202,1165,477,0,0
1464,850,490,8,12
2201,159,703,6,3
589,1632,1406,5,3
1834,1143,2121,6,3
454,156,770,14,5
13,1386,590,3,2
489,841,795,5,3
474,936,362,2,1
707,877,1490,7,3
1149,34,1471,8,2
1084,98,2270,1,0
1607,1066,1092,1,0
1374,2130,228,8,6
1307,2228,568,7,2
1045,2112,1508,7,5
1860,1710,6,7,4
1486,1147,502,6,2
2422,1847,234,6,2
46,2390,888,6,1
351,86,1714,4,1
1597,1354,2085,6,6
1474,2156,1507,7,2
2000,211,1271,1,1
1985,510,319,6,6
1313,1269,801,4,3
2130,1306,2243,2,1
2437,243,1418,4,3
1989,151,935,6,3
1067,1730,817,2,1
520,1302,2224,8,8
1394,62,174,8,4
2073,886,2273,5,3
1576,451,2183,3,2
227,1080,1326,4,1
829,942,410,1,1
190,731,2378,7,9
48,2182,1851,2,2
1366,858,1815,1,1
206,2499,1784,3,1
2341,1293,2477,8,4
29,974,1432,6,3
1060,1430,1401,6,7
862,912,2487,7,2
808,918,1657,0,0
243,1460,377,5,3
900,1120,1778,6,3
2155,129,1501,3,3
909,984,1947,5,4
20,2176,996,5,4
1946,2135,556,5,3
1388,41,953,2,1
478,1159,108,7,4
2435,506,995,8,3
341,1878,243,6,6
1219,1342,2119,6,3
2360,1370,1734,4,1
1070,1520,880,8,5
413,2323,1283,6,4
1214,684,2374,8,4
1322,1996,1202,0,1
946,897,1369,0,0
420,1075,1480,8,6
2289,1397,2383,7,3
1627,494,2466,8,4
2047,2327,1878,2,2
778,1452,2307,5,3
689,1274,1708,7,1
1115,1148,1117,1,1
647,2424,388,7,3
1214,525,2324,8,7
47,599,198,7,2
213,759,1944,6,2
161,1678,1943,6,3
144,1848,1747,5,3
2157,888,641,8,4
1270,1001,2472,8,4
763,745,995,7,8
2271,1228,2462,2,1
1165,958,1997,5,5
715,1879,401,5,4
2403,1558,1358,4,3
661,264,1272,4,1
2210,1215,919,7,7
490,1088,1607,5,3
1490,905,1772,5,1
491,1166,1357,5,6
1074,597,2340,6,6
1184,804,775,5,3
1266,1404,2396,4,2
1809,136,2062,5,4
549,2074,21,6,4
1322,1322,2250,4,2
2477,1996,946,5,4
1849,1282,238,6,6
1494,1678,86,6,2
332,469,2335,5,2
1277,2318,610,4,3
888,1139,2491,8,8
916,1827,30,6,1
1295,202,557,5,6
1670,998,2174,4,1
497,1717,2470,8,3
1114,1751,952,8,3
798,1506,1926,7,2
1116,384,2490,8,7
926,2085,1982,3,2
385,754,73,5,2
1368,1715,378,6,2
2023,1352,2394,0,0
1861,145,2223,8,5
2238,2171,992,6,2
2074,1076,2478,9,9
1890,1483,65,3,1
190,1806,950,6,5
2080,769,515,8,7
1940,1100,2184,8,4
628,1671,33,6,2
1869,802,1605,6,1
1550,1788,627,4,3
58,2197,633,8,5
2297,1585,1324,3,3
1976,733,1089,6,3
303,1473,2241,6,4
1272,1964,1804,8,6
712,1,1337,1,0
1636,1351,2188,5,6
612,1045,895,6,4
363,1359,874,3,1
217,1977,1811,6,5
526,1044,2024,3,1
1727,1423,2154,5,3
175,712,2114,7,8
1237,321,1962,8,5
153,832,713,4,3
1398,933,2051,5,2
509,1545,2011,8,3
2072,814,625,6,4
1284,1209,79,5,2
2244,268,2047,7,7
1774,1488,2409,5,2
340,539,1455,6,2
908,87,2388,7,7
130,2407,2349,6,3
1035,835,1318,7,5
1746,2497,310,5,3
2246,75,659,6,3
328,2314,900,4,2
765,2042,580,0,1
847,718,516,5,3
1303,1358,661,6,4
2034,410,48,4,0
1131,1603,297,8,2
1444,1707,1424,2,2
2071,369,264,6,4
1514,1607,1566,5,3
647,2068,2492,8,7
170,1194,266,4,3
1132,1825,384,5,3
1721,1484,2272,7,5
2131,175,1109,3,2
1437,1300,1905,8,2
615,2407,1731,6,5
886,1718,169,7,3
447,470,295,5,3
928,1667,1278,8,6
349,2110,1685,8,3
454,1636,61,9,2
870,2190,656,8,9
2490,194,884,5,6
1783,1386,219,7,4
481,300,445,6,7
348,1892,244,3,2
2167,1640,1099,5,4
150,697,2361,3,3
459,1054,2355,7,7
1162,135,1615,1,1
1578,387,1134,8,4
2500,375,1108,5,8
1022,1496,2027,3,2
503,594,512,8,6
132,992,2023,3,2
68,843,1170,5,2
61,1413,990,2,0
1669,1548,1844,7,5
1086,2090,539,8,3
1755,519,1410,4,4
76,2118,1235,2,1
1577,1670,1861,8,4
457,1909,954,7,4
2142,1891,37,2,1
851,2326,580,3,2
1051,1206,1678,7,7
2264,1657,1347,5,4
915,1381,2335,8,10
1522,469,1674,4,3
2182,1681,2273,7,2
869,297,396,4,4
853,2039,669,7,7
652,1659,300,5,1
1098,817,109,5,4
2209,2149,2297,2,1
356,2022,1715,5,5
1875,1001,1276,6,2
1473,1131,2032,5,3
1042,139,1723,6,4
161,1573,2318,6,1
1000,2200,2251,5,9
1142,1219,1479,5,3
870,676,1472,2,1
1775,249,291,6,3
1012,4,1593,8,7
1645,71,2204,3,2
837,127,1008,1,0
1015,2397,2080,8,4
2212,2435,1708,4,1
2372,1785,1231,6,3
2345,2206,1433,3,3
2046,1584,857,6,4
1153,155,573,6,6
707,1921,2416,2,1
1296,1680,2107,3,2
2367,1097,1431,6,4
2214,723,2464,6,7
357,2065,699,8,6
380,898,831,4,0
1445,1448,2260,8,9
185,1712,587,2,1
2297,1741,2242,7,1
1274,912,1628,3,2
1789,444,2357,7,3
287,64,751,4,3
927,810,665,2,2
830,1143,2010,2,2
1462,1237,1948,3,2
1908,732,876,6,2
2304,876,1455,6,5
1559,1791,2257,8,8
1190,793,1484,8,3
2199,90,1771,6,4
612,1386,633,6,2
2443,757,472,10,11
2201,2195,39,6,7
715,1214,1863,4,4
1166,997,392,9,4
2070,1317,570,7,9
1557,1630,1876,6,2
1867,1094,532,3,2
2466,1260,1857,2,2
656,1651,2217,8,4
974,700,1760,5,7
837,129,1079,7,4
742,2482,2196,3,2
2093,1324,1195,1,2
1698,1808,961,6,5
2228,1739,262,3,1
754,1710,979,8,5
1825,1049,1572,8,5
1163,1336,22,8,5
2319,2232,1321,7,2
1040,1969,1853,4,3
629,466,334,6,4
1009,1450,1679,5,4
357,1514,1973,8,4
347,962,238,8,4
2148,959,2054,8,2
2356,1514,1021,5,2
321,1807,1883,0,0
1228,1006,752,3,2
1406,249,1979,2,2
17,1413,2270,6,6
1798,2364,2023,6,3
880,597,764,4,2
2,311,2193,7,8
1125,1192,662,6,4
2465,447,144,7,4
1875,2182,1560,8,3
459,535,1509,4,3
2070,574,2291,4,2
441,969,2430,8,10
1153,995,2033,6,3
990,1648,187,5,2
1305,793,1244,8,5
810,1347,525,4,2
795,2250,2354,1,1
100,672,29,7,6
776,47,1179,0,0
433,105,537,6,6
193,49,2131,7,6
1559,32,1277,6,6
1172,315,2270,5,4
654,172,755,6,5
1672,2060,524,5,4
1368,236,1405,8,3
2242,216,502,6,6
1419,700,1031,3,2
849,1485,501,3,2
2127,2065,287,3,2
1899,1640,620,7,4
647,1152,2214,8,6
414,1791,979,2,1
1367,946,668,6,5
1900,1566,274,5,4
1630,1111,1401,7,8
1826,1260,1902,6,5
1087,1290,1440,5,2
1786,813,2127,8,5
449,1562,278,7,3
2494,2210,1896,4,2
290,625,270,7,1
678,1169,1813,2,1
841,656,1591,7,4
574,2290,1204,6,5
2312,2257,1860,2,1
2188,1763,806,4,2
1496,2340,139,1,0
221,515,1726,0,0
951,896,854,7,5
706,2130,978,7,4
2273,308,2140,6,4
1295,704,1348,4,2
2406,2460,1933,6,3
846,801,1848,5,2
2403,404,529,6,2
2304,1972,2032,4,3
498,2204,450,8,5
2189,351,838,5,3
817,2155,596,4,3
1655,2209,1778,8,3
2368,1063,172,5,1
2216,2055,1148,6,4
1810,1604,1534,8,5
1719,1798,1610,1,0
2068,1690,1632,4,0
2471,2283,2238,5,4
466,696,1112,1,1
688,1922,1079,9,5
368,2474,554,9,8
2425,452,2086,7,6
854,1205,1264,4,2
2006,2378,637,0,0
632,1014,1311,8,6
403,1847,1710,3,2
1826,1203,2269,8,5
676,558,1201,7,4
850,1001,1121,8,5
1765,2156,930,4,6
1952,256,282,6,7
1153,755,2406,6,5
150,1172,1140,2,1
655,938,1363,1,0
222,2433,677,4,2
971,2385,1674,8,4
2307,1039,1404,7,6
108,1413,615,7,6
838,1822,573,2,1
961,315,2103,1,1
1401,739,1589,2,0
1407,2060,1454,5,2
1798,944,610,5,5
539,2260,2063,2,2
2327,746,306,3,1
1455,2294,511,2,1
2393,2374,1951,7,3
1335,1209,1517,7,2
363,2078,408,5,3
878,1527,1941,3,2
624,1775,835,4,2
1905,2141,368,8,8
1452,1881,2406,8,3
928,1363,2076,4,2
1313,1270,992,6,3
2078,245,1633,4,2
1014,2252,170,5,5
1629,1445,1932,7,2
711,1912,656,6,3
1426,636,169,8,4
1104,1351,750,8,9
900,1359,1625,7,6
97,2371,261,7,5
1018,163,2493,7,4
578,591,1440,7,1
1469,835,2343,2,1
156,778,1395,8,7
313,139,2170,8,2
1802,2392,1998,6,7
593,768,1104,7,8
925,1031,1538,5,4
292,2052,567,7,2
1830,1656,1395,5,3
430,2252,702,4,2
768,1015,1637,7,2
1278,1491,2040,6,6
470,2146,425,3,1
1649,1359,1110,5,2
490,1546,589,6,6
1795,465,2002,6,4
536,1462,772,7,5
157,1850,1327,4,3
2430,2018,1727,8,6
1793,2226,2154,8,5
1200,1755,1653,6,3
568,1155,622,5,2
629,1130,2180,6,4
1392,1652,1463,3,2
1918,1333,630,5,3
2008,1698,1250,3,3
1903,1153,330,7,5
1612,600,2258,2,2
1009,933,218,1,0
603,92,1943,6,7
1607,2341,1044,5,4
2032,1274,790,6,5
2119,2073,492,6,4
1627,836,2091,5,3
2116,327,413,7,2
1548,288,442,4,2
982,1108,1937,7,6
2268,2230,1048,7,6
2051,1879,1356,1,1
196,2126,557,8,4
2497,1612,492,8,4
798,461,2476,5,6
1364,1271,1264,6,4
1645,687,1024,5,2
1395,820,2298,8,3
642,1267,641,4,2
2442,2458,2212,7,6
1242,727,318,6,2
2491,671,1789,4,1
1169,2232,189,5,4
1645,936,740,8,5
174,1779,1507,7,3
1339,72,174,6,6
1199,1047,1417,3,2
1381,832,2324,5,3
405,714,1536,1,0
2324,1766,1360,3,2
2412,8,364,5,2
2251,1827,2485,5,3
140,1896,1533,8,4
686,2252,1609,6,4
1736,846,1921,6,2
934,1244,722,4,3
393,12,1491,8,9
120,372,444,7,4
2304,38,1750,3,2
1276,709,1777,6,3
946,1328,1950,4,3
1169,2009,1433,8,5
1086,2483,2441,6,7
745,1181,487,6,2
1854,1111,1761,3,2
2422,2403,259,2,1
1502,1581,607,6,6
1412,2419,392,6,3
151,1258,76,3,4
2475,1873,1079,8,3
221,1510,1010,6,3
2144,2117,1525,8,2
1349,200,321,6,4
185,152,2127,5,5
2049,431,686,4,4
1302,621,1557,8,9
1164,299,1184,2,1
2068,2216,2147,6,2
1207,1646,2235,4,4
60,118,767,8,11
1246,707,1063,6,4
1036,1111,1192,4,3
1057,2138,722,4,2
2222,718,754,5,4
1458,373,2219,4,2
2434,614,1331,4,3
1472,1409,840,6,4
530,916,1606,9,4
1648,1903,1000,9,4
1009,248,650,7,10
1979,2349,966,9,4
569,463,965,7,6
2138,537,2376,7,1
1364,1488,933,5,4
2169,222,1148,1,1
1732,493,1221,1,1
1420,1042,1631,5,3
880,611,1742,2,2
1213,67,2179,6,5
969,1737,1956,8,3
985,878,1660,4,3
323,2076,959,5,2
1988,1581,975,7,3
1172,2223,2376,4,2
42,823,1448,3,1
514,1623,247,8,4
2165,1768,2407,5,3
2379,2484,2204,10,10
1687,136,2037,1,2
47,2303,791,2,2
2240,722,1600,3,3
296,1232,2283,4,2
895,524,1561,7,4
580,435,1603,7,6
211,2447,1220,8,1
1109,550,2437,3,1
2447,782,2098,6,5
246,1817,1425,6,5
430,1532,1237,5,3
663,1524,308,8,7
960,958,86,7,4
1832,1805,509,8,1
1802,1665,1814,5,1
621,352,2184,4,3
1597,372,333,4,2
2275,1641,1181,7,3
902,2051,1295,8,5
2194,523,94,7,2
1050,1432,2482,9,6
1078,2058,1422,8,3
566,2040,2272,8,6
1066,188,1144,7,2
61,346,804,4,3
715,1096,1427,9,5
832,2284,1527,0,0
2432,1539,458,3,3
2107,2050,687,5,4
2342,1294,2483,4,2
2185,2491,143,3,2
1312,903,2431,4,2
1282,950,709,5,5
1150,2310,109,3,2
2023,58,297,7,3
1707,151,1674,4,4
450,1880,411,3,4
175,1529,1874,5,3
1888,2277,1433,0,0
2416,809,827,6,4
2209,1109,318,7,5
880,144,1567,1,1
1035,1680,20,4,3
2033,387,1346,7,4
1206,1906,2353,8,2
127,1889,2240,6,3
2193,2365,848,9,7
1938,693,1470,1,1
1054,1103,1803,7,4
303,1914,2155,7,4
2087,1416,340,4,2
1330,2156,112,3,3
300,639,1778,6,1
759,1915,255,3,2
1414,2208,865,6,5
2289,1151,1178,7,3
1732,1997,1543,8,5
2443,885,25,4,5
976,2464,735,8,4
2416,698,1482,3,2
92,288,1991,6,4
987,851,1265,5,0
24,715,2415,7,1
1438,2371,1176,6,4
1869,1118,619,8,3
340,2054,2359,8,8
1564,31,2383,1,1
1173,16,722,3,2
2424,126,999,8,8
299,1068,691,5,5
330,2495,1889,4,2
287,999,609,7,5
1709,1921,2392,5,3
2344,2264,471,6,4
904,119,1242,6,5
1600,2440,107,4,3
1492,545,1024,7,3
142,1998,678,7,8
283,1997,1210,4,2
2223,1991,1953,3,3
710,969,1072,3,3
547,1786,1807,4,1
652,263,2313,2,1
2332,2367,564,6,3
1900,776,2036,4,4
986,776,1287,5,4
2370,1905,2154,6,3
1172,251,2302,8,3
577,1210,857,4,1
1636,1236,1361,5,0
477,44,2215,1,2
2039,1462,2049,6,1
675,2305,967,7,3
257,2248,1523,8,4
2494,851,2336,7,2
878,297,1839,5,3
1663,2388,926,5,4
1370,443,1582,4,3
846,208,2229,8,5
1946,512,506,3,2
817,1607,2301,6,4
1470,1720,1942,5,5
830,1668,26,6,4
1685,2396,1925,6,2
556,1372,439,3,3
2110,280,302,6,4
952,144,752,1,1
865,781,2062,4,3
2167,2443,563,8,6
237,902,748,4,2
216,2310,821,8,9
1103,1651,1819,6,3
1656,1871,2095,7,3
617,1665,965,2,3
2285,2409,1058,8,4
2055,908,1916,8,8
45,2388,1775,3,1
1995,1366,1057,3,1
842,748,1659,4,3
1702,1369,1086,11,4
404,942,2257,5,3
1836,1849,586,7,3
1898,825,241,5,6
265,1255,1827,8,5
884,2274,1127,5,3
217,809,2415,8,4
2266,1738,828,8,1
462,2323,1329,5,4
579,459,27,8,7
1127,1995,792,3,4
77,288,774,6,6
1085,2038,309,4,4
1356,67,900,6,5
1042,1448,847,8,4
1458,442,26,7,5
1194,1208,1234,5,2
733,1396,2315,1,1
1160,2147,2418,5,4
881,2107,357,4,2
225,2034,1266,7,4
1299,214,119,6,3
1633,2223,1304,7,3
390,1864,2115,7,5
1764,996,2051,6,3
301,1180,459,6,4
649,39,561,8,6
2280,596,371,4,2
517,1823,475,3,3
1843,2281,2171,5,4
1282,596,779,5,4
218,2135,2364,5,3
15,1584,181,8,2
571,277,764,7,3
1785,607,2449,4,0
523,1183,1675,8,3
2127,2432,1460,6,8
160,2063,621,0,0
194,764,1219,3,1
321,474,1603,8,4
2297,301,2162,5,2
631,457,2059,3,4
2168,867,1610,8,7
740,1907,921,5,3
1232,434,2385,4,2
1363,2220,1136,6,2
2424,465,122,8,3
1274,281,1625,6,3
15,2475,150,7,6
957,288,2299,8,4
398,247,2436,10,4
455,2025,2265,5,8
1190,520,695,5,3
1284,187,202,5,4
2367,111,1002,8,2
365,204,790,6,5
561,340,2198,2,2
1978,243,1113,4,3
2078,884,20,7,5
1058,2144,1348,7,1
1565,2015,2178,5,2
1065,1361,1874,4,2
701,1414,1011,9,6
2025,459,2397,4,2
666,847,1784,1,1
514,604,355,5,3
308,573,325,6,5
1398,1365,1916,7,4
2327,2066,321,6,4
3,1035,986,2,1
1892,1675,366,8,8
593,1021,1255,7,3
377,2083,651,8,5
1678,601,1123,6,3
1230,1346,1537,8,3
911,1280,2264,4,4
226,1174,2004,8,3
1492,1971,2421,9,7
354,509,601,2,1
1480,809,282,6,3
2153,1211,1735,2,1
1105,36,367,8,3
1673,1853,1183,8,2
2328,387,1718,6,2
2193,2500,2441,5,2
2039,1387,2134,6,4
1650,349,114,4,2
1670,1625,141,5,3
390,1758,78,7,5
55,673,1900,5,4
2355,1083,1189,2,2
752,960,92,2,1
1291,1959,1232,5,7
1987,2293,1547,4,1
1671,939,1778,6,2
2065,1880,1614,5,2
1454,1965,350,5,2
262,559,123,6,2
1043,1167,2492,7,5
1468,2351,112,10,8
1069,2479,452,8,2
542,1563,962,7,3
1205,1632,1270,5,2
9,1942,1696,5,5
868,563,1588,8,12
634,2047,2039,5,4
2484,1533,357,8,4
2052,65,1373,6,4
1061,172,1790,8,4
315,1340,282,8,3
1620,871,838,5,2
2024,514,965,7,5
971,2118,162,5,1
112,1844,1895,7,4
864,1243,2113,5,3
1793,1608,774,6,4
179,729,1905,4,1
2364,593,2375,4,1
1896,2443,1711,7,6
817,1540,1767,8,8
1970,1927,2355,9,10
850,2493,885,3,2
1235,2041,1583,4,0
2300,660,1549,6,6
1872,654,845,6,3
106,1220,1424,4,5
1815,1266,776,5,5
1934,36,2473,5,3
866,945,2196,7,2
2487,1995,749,7,5
1803,913,885,8,5
1069,673,1208,9,3
766,521,375,9,6
1933,80,1613,1,2
1854,1872,137,6,4
1380,1801,1650,7,3
974,1146,1497,2,2
207,1984,1548,6,4
2023,1742,1749,8,5
2199,1540,1375,7,5
1984,2331,1944,7,7
1,1655,1820,2,1
2314,649,1874,3,4
624,1975,1084,5,2
105,2418,2465,7,5
1801,409,55,8,8
83,803,391,2,1
953,2002,1070,6,0
887,779,1742,14,5
49,800,129,8,7
1894,1678,936,3,2
1003,95,2257,8,3
1531,978,2214,4,2
2419,1246,2400,3,2
1633,1300,490,3,2
921,351,219,3,1
1359,100,1723,5,4
1574,152,2391,6,4
133,577,2277,5,1
1950,1436,475,8,3
982,2431,1695,0,0
517,2434,1815,1,0
2198,1577,270,8,4
1894,1334,1746,3,2
2404,1640,350,4,2
1564,1924,685,7,5
637,55,762,7,5
1766,1242,134,3,1
1118,764,131,6,3
823,1858,1524,3,2
516,17,2086,5,3
638,2279,1039,8,3
1914,2462,2144,3,2
1369,2491,1066,7,2
2492,332,1292,7,12
485,371,1878,5,2
1110,588,1597,6,3
1741,927,2376,4,2
2200,783,584,4,1
489,1430,74,6,10
1412,1088,500,6,5
356,2168,465,3,2
901,911,1975,6,7
1568,966,1361,5,3
1263,197,2385,8,3
1894,803,595,5,2
737,766,1468,8,7
954,2391,2173,7,6
1898,868,142,5,3
1168,2449,2095,2,1
190,1429,2396,8,5
2081,2099,1602,7,7
770,1432,2182,1,1
1148,1620,1797,2,2
1906,1508,1286,2,1
1565,1410,2238,5,4
1980,2179,651,7,7
16,2093,1527,4,1
526,327,689,6,7
1474,1159,1338,3,2
1923,1455,128,6,5
2123,1352,822,6,4
520,2433,1864,6,5
1571,243,1028,1,0
815,2213,1114,7,4
77,196,1058,5,4
1785,502,2170,6,5
1877,1282,637,8,8
1746,1548,2477,3,2
1980,1163,1104,7,3
2198,284,1543,2,1
667,710,149,6,4
1619,423,1215,7,4
1417,832,1732,3,3
292,2089,1249,2,2
33,1296,725,6,4
1530,2067,1259,7,5
209,1713,626,4,2
1364,1554,1081,1,1
1139,703,1869,1,2
1943,1204,2487,5,2
772,720,228,8,4
834,1457,2294,4,3
2262,374,1440,2,2
1030,878,1116,4,1
452,53,1669,7,8
1243,2223,2417,3,2
850,2222,1571,8,5
1806,1477,284,8,7
1502,1649,966,8,2
1017,1459,2355,6,4
2164,970,1228,5,2
547,2071,267,6,4
2304,149,944,8,4
1409,597,893,9,4
225,1373,319,8,6
1035,1655,973,5,7
1023,477,2376,6,8
243,1072,383,7,5
1256,2149,1958,7,6
1948,1799,2197,7,4
